id_number,publisher_name,genre,global_sales
9619,Sega,Role-Playing,0.13
9609,Sega,Sports,0.2
9593,Warner Bros. Interactive Entertainment,Action,6.37
9583,Namco Bandai Games,Action,0.13
9578,Sony Computer Entertainment,Action,0.13
9558,Electronic Arts,Shooter,0.25
9513,505 Games,Adventure,0.17
9475,Nippon Ichi Software,Fighting,0.13
9473,Ubisoft,Misc,0.13
9464,Capcom,Misc,0.13
9459,Namco Bandai Games,Misc,0.13
9453,Konami Digital Entertainment,Shooter,0.23
9419,Namco Bandai Games,Action,0.13
9416,Namco Bandai Games,Role-Playing,0.13
9395,Bigben Interactive,Sports,0.44
9372,SCS Software,Action,0.13
9363,Namco Bandai Games,Misc,0.13
9362,Yacht Club Games,Platform,0.32
9354,Konami Digital Entertainment,Role-Playing,0.13
9339,Rocket Company,Action,0.13
9328,Nihon Falcom Corporation,Action,0.14
9307,Warner Bros. Interactive Entertainment,Action,0.14
9294,Sega,Role-Playing,0.14
9263,PQube,Action,0.31
9245,Namco Bandai Games,Sports,0.14
9232,Paradox Interactive,Simulation,0.14
9227,Atlus,Fighting,0.22
9213,Ubisoft Annecy,Action,0.14
9212,Sony Computer Entertainment,Fighting,0.14
9193,Konami Digital Entertainment,Sports,0.3
9186,Capcom,Action,0.14
9146,Ubisoft,Action,0.14
9128,Excalibur Publishing,Action,0.14
9105,Nippon Columbia,Action,0.14
9094,Capcom,Action,1.41
9073,Marvelous Entertainment,Action,0.14
9039,Disney Interactive Studios,Action,3.95
9011,Nippon Ichi Software,Role-Playing,0.22
9010,D3Publisher,Action,0.3
9009,Kadokawa Shoten,Sports,0.14
9003,Tecmo Koei,Action,0.26
8991,Activision,Action,0.22
8975,Namco Bandai Games,Role-Playing,0.15
8948,Nippon Columbia,Action,0.15
8947,Idea Factory,Adventure,0.15
8895,Konami Digital Entertainment,Action,0.28
8867,Nihon Falcom Corporation,Role-Playing,0.15
8858,Marvelous Entertainment,Simulation,0.15
8856,Sony Computer Entertainment,Role-Playing,0.15
8852,Nippon Ichi Software,Role-Playing,0.27
8849,Disney Interactive Studios,Misc,0.22
8847,Konami Digital Entertainment,Action,0.15
8845,Namco Bandai Games,Fighting,0.19
8835,GungHo,Role-Playing,0.15
8813,Namco Bandai Games,Action,0.29
8803,Namco Bandai Games,Platform,0.15
8801,Square Enix,Misc,0.15
8792,Nippon Ichi Software,Role-Playing,0.15
8749,Natsume,Simulation,0.15
8748,Daedalic,Adventure,0.15
8712,System 3,Platform,0.22
8698,Namco Bandai Games,Role-Playing,0.16
8678,Sega,Role-Playing,0.16
8658,Nippon Ichi Software,Role-Playing,0.16
8632,Ubisoft,Misc,0.29
8537,Deep Silver,Racing,0.26
8530,Tecmo Koei,Action,0.24
8475,Tecmo Koei,Role-Playing,0.2
8469,Sega,Role-Playing,0.16
8466,Namco Bandai Games,Action,0.16
8456,Namco Bandai Games,Role-Playing,0.17
8453,Electronic Arts,Simulation,0.17
8449,Konami Digital Entertainment,Sports,0.29
8445,NCSoft,Role-Playing,0.17
8433,Deep Silver,Sports,0.17
8432,Nippon Columbia,Action,0.17
8429,Square Enix,Role-Playing,1.53
8416,Tecmo Koei,Action,0.52
8379,Milestone S.r.l.,Racing,0.28
8368,GameMill Entertainment,Action,0.17
8356,Electronic Arts,Sports,0.27
8346,Nippon Ichi Software,Role-Playing,0.17
8328,Activision,Action,0.33
8269,Namco Bandai Games,Action,0.17
8263,Funcom,Role-Playing,0.17
8235,Microsoft Game Studios,Misc,0.17
8234,Telltale Games,Adventure,0.37
8226,Idea Factory International,Action,0.17
8216,Konami Digital Entertainment,Misc,0.17
8160,Nippon Ichi Software,Role-Playing,0.76
8145,Namco Bandai Games,Action,0.18
8120,Nintendo,Misc,0.18
8108,Namco Bandai Games,Racing,0.32
8086,Sega,Fighting,0.34
8083,Arc System Works,Fighting,0.34
8080,Namco Bandai Games,Role-Playing,0.18
8076,Atlus,Role-Playing,0.26
8060,Sega,Misc,0.18
8043,Ubisoft,Misc,0.18
8011,Milestone S.r.l.,Racing,0.41
8002,Electronic Arts,Shooter,0.39
7984,Sega,Role-Playing,0.19
7977,Microsoft Game Studios,Misc,0.19
7953,Namco Bandai Games,Misc,0.19
7942,Namco Bandai Games,Action,0.34
7940,Sony Computer Entertainment Europe,Misc,0.33
7925,505 Games,Sports,0.19
7919,Namco Bandai Games,Misc,0.19
7901,Namco Bandai Games,Action,0.27
7888,Xseed Games,Role-Playing,0.19
7875,Ubisoft,Fighting,0.19
7868,Nintendo,Action,0.19
7860,Idea Factory,Role-Playing,0.19
7831,Namco Bandai Games,Action,0.19
7798,Screenlife,Role-Playing,0.31
7789,Konami Digital Entertainment,Simulation,0.19
7784,Capcom,Action,0.19
7770,Electronic Arts,Simulation,0.19
7762,Spike,Misc,0.45
7731,Rebellion Developments,Shooter,0.3
7730,Nippon Ichi Software,Role-Playing,0.2
7720,Namco Bandai Games,Role-Playing,0.2
7673,Konami Digital Entertainment,Sports,0.45
7651,Konami Digital Entertainment,Sports,0.46
7643,Sega,Strategy,0.2
7634,Activision,Sports,0.44
7631,Agatsuma Entertainment,Action,0.2
7580,Sega,Action,0.2
7550,Microsoft Game Studios,Strategy,0.2
7546,Nintendo,Fighting,0.2
7540,Tecmo Koei,Role-Playing,0.2
7539,Nippon Ichi Software,Role-Playing,0.2
7538,Sega,Role-Playing,0.2
7496,Telltale Games,Adventure,0.49
7493,Konami Digital Entertainment,Action,0.45
7484,Sega,Action,0.38
7483,Nintendo,Action,0.21
7438,Ubisoft,Misc,0.21
7436,Nippon Ichi Software,Role-Playing,0.21
7419,Nintendo,Role-Playing,0.21
7389,Marvelous Entertainment,Action,0.21
7386,Activision,Action,0.69
7370,Codemasters,Racing,0.34
7348,Konami Digital Entertainment,Simulation,0.21
7338,Nippon Ichi Software,Action,0.43
7320,PQube,Adventure,0.54
7311,Milestone S.r.l.,Racing,0.45
7309,Namco Bandai Games,Action,0.22
7294,Electronic Arts,Sports,0.41
7292,Nintendo,Strategy,0.22
7290,Capcom,Shooter,0.38
7273,Nintendo,Adventure,0.22
7270,Nintendo,Role-Playing,0.22
7256,Activision,Action,0.58
7214,Ubisoft,Action,0.22
7204,Konami Digital Entertainment,Action,0.36
7202,Square Enix,Action,0.4
7183,Sony Computer Entertainment,Sports,0.22
7166,Sega,Action,0.22
7145,Deep Silver,Action,0.34
7143,Namco Bandai Games,Role-Playing,0.22
7132,Namco Bandai Games,Role-Playing,0.42
7126,Marvelous Interactive,Action,0.4
7111,Sony Computer Entertainment,Adventure,0.24
7059,Electronic Arts,Sports,0.43
6996,Tecmo Koei,Action,0.36
6989,Sega,Strategy,0.23
6979,Nintendo,Action,0.23
6966,Ubisoft,Platform,0.66
6963,Nippon Ichi Software,Role-Playing,0.23
6950,Telltale Games,Adventure,0.87
6948,Konami Digital Entertainment,Action,0.24
6930,Warner Bros. Interactive Entertainment,Action,5.17
6925,Nippon Ichi Software,Action,0.24
6923,Nintendo,Misc,0.24
6920,Deep Silver,Role-Playing,0.62
6902,Nintendo,Platform,0.24
6896,Codemasters,Racing,0.43
6855,Electronic Arts,Sports,0.43
6841,Atlus,Role-Playing,0.24
6795,Marvelous Interactive,Adventure,0.24
6781,Warner Bros. Interactive Entertainment,Action,0.45
6771,Disney Interactive Studios,Simulation,0.7
6745,Ubisoft,Strategy,0.25
6726,Sega,Action,0.42
6712,FuRyu,Role-Playing,0.25
6695,Namco Bandai Games,Fighting,0.83
6655,Konami Digital Entertainment,Simulation,0.41
6620,Sony Computer Entertainment,Platform,0.25
6619,Sony Computer Entertainment Europe,Adventure,0.25
6578,Sony Computer Entertainment,Action,0.26
6572,Namco Bandai Games,Action,0.51
6554,Tecmo Koei,Action,0.61
6546,Focus Home Interactive,Role-Playing,0.59
6545,Focus Home Interactive,Adventure,0.35
6533,Sega,Action,0.41
6518,Atlus,Role-Playing,0.26
6495,Ubisoft,Misc,0.26
6487,Konami Digital Entertainment,Sports,0.53
6482,Level 5,Sports,0.26
6462,Namco Bandai Games,Action,0.26
6451,Namco Bandai Games,Action,0.35
6419,Tecmo Koei,Action,1.42
6413,Activision,Adventure,0.62
6409,Unknown,Action,0.27
6408,505 Games,Shooter,1.52
6351,Nintendo,Action,0.27
6336,Focus Home Interactive,Adventure,0.54
6331,Capcom,Action,0.27
6327,Nippon Ichi Software,Role-Playing,0.27
6311,Sega,Misc,0.27
6295,Sega,Misc,0.5
6293,Focus Home Interactive,Role-Playing,0.36
6279,Majesco Entertainment,Misc,0.5
6268,Little Orbit,Adventure,0.94
6261,Activision,Action,1.33
6258,Nippon Columbia,Misc,0.28
6241,Sony Computer Entertainment Europe,Platform,0.28
6212,Nippon Ichi Software,Action,0.28
6183,Nintendo,Misc,0.28
6174,Electronic Arts,Shooter,0.54
6151,Electronic Arts,Racing,14.08
6113,Sony Computer Entertainment,Sports,0.88
6093,Activision,Action,0.54
6072,Namco Bandai Games,Misc,0.29
6046,Nintendo,Misc,0.29
6045,Sega,Action,0.29
6043,Microsoft Game Studios,Role-Playing,0.29
6021,Nihon Falcom Corporation,Action,0.29
6008,Sony Computer Entertainment,Action,0.29
5994,Take-Two Interactive,Shooter,0.58
5973,Sony Computer Entertainment,Action,0.29
5916,Nordic Games,Misc,0.3
5909,Atlus,Role-Playing,0.76
5884,Kalypso Media,Simulation,0.49
5878,Tecmo Koei,Action,0.61
5874,Capcom,Action,1.69
5869,Square Enix,Role-Playing,0.3
5842,Nintendo,Action,0.3
5837,Namco Bandai Games,Strategy,0.3
5828,Namco Bandai Games,Action,0.92
5821,Warner Bros. Interactive Entertainment,Adventure,0.5
5805,Nippon Ichi Software,Role-Playing,0.53
5791,Sony Computer Entertainment,Action,0.31
5790,Namco Bandai Games,Strategy,0.31
5765,Namco Bandai Games,Action,0.31
5761,Sega,Simulation,0.31
5728,Namco Bandai Games,Strategy,0.31
5727,Sega,Misc,0.31
5615,Square Enix,Action,0.8
5593,Ubisoft Annecy,Fighting,1.48
5574,Sony Computer Entertainment,Action,2.96
5556,Namco Bandai Games,Fighting,0.33
5504,Namco Bandai Games,Fighting,0.53
5490,Sega,Action,0.33
5449,Sega,Action,0.52
5431,Sony Computer Entertainment,Racing,0.34
5421,Microsoft Game Studios,Simulation,0.44
5394,Konami Digital Entertainment,Action,0.53
5344,Codemasters,Racing,0.66
5307,City Interactive,Shooter,0.65
5303,Activision,Strategy,1.9
5289,Nintendo,Role-Playing,0.35
5279,Namco Bandai Games,Action,0.35
5275,Capcom,Action,0.59
5244,THQ,Strategy,0.36
5234,Namco Bandai Games,Strategy,0.36
5233,Activision,Shooter,0.79
5210,Marvelous Entertainment,Fighting,0.36
5192,D3Publisher,Shooter,0.51
5152,Take-Two Interactive,Strategy,0.37
5147,Square Enix,Misc,0.37
5141,Bethesda Softworks,Action,4.3
5088,Ubisoft,Sports,0.37
5071,Namco Bandai Games,Fighting,0.38
5068,Tecmo Koei,Action,0.56
5054,Atlus,Role-Playing,0.38
5028,Konami Digital Entertainment,Action,0.38
5023,Capcom,Adventure,0.38
4998,Namco Bandai Games,Role-Playing,0.48
4995,Warner Bros. Interactive Entertainment,Action,11.2
4977,Deep Silver,Action,3.76
4955,Focus Home Interactive,Simulation,1.54
4953,Electronic Arts,Sports,0.75
4921,Sony Computer Entertainment,Racing,0.39
4919,Namco Bandai Games,Role-Playing,0.39
4917,Konami Digital Entertainment,Adventure,0.39
4908,Take-Two Interactive,Shooter,0.86
4883,Codemasters,Racing,0.75
4864,Namco Bandai Games,Simulation,0.62
4854,Nintendo,Sports,0.4
4800,Activision,Action,0.94
4788,Sega,Misc,0.65
4784,Nintendo,Simulation,0.4
4776,Capcom,Action,0.65
4746,Nintendo,Action,0.41
4702,Electronic Arts,Action,1.1
4679,Screenlife,Action,0.41
4659,Nintendo,Misc,0.42
4630,Bethesda Softworks,Action,0.65
4587,Rising Star Games,Role-Playing,0.42
4545,Konami Digital Entertainment,Simulation,0.63
4517,Square Enix,Action,2.69
4512,Harmonix Music Systems,Misc,0.8
4507,Ubisoft,Racing,0.7
4443,Tecmo Koei,Action,0.88
4426,Activision,Action,0.86
4402,Nintendo,Sports,0.45
4363,Namco Bandai Games,Action,0.96
4360,Namco Bandai Games,Role-Playing,0.69
4329,Sony Computer Entertainment,Shooter,0.45
4327,Activision,Misc,0.73
4319,Telltale Games,Adventure,2.36
4314,Namco Bandai Games,Role-Playing,0.69
4309,Nippon Ichi Software,Misc,0.46
4301,Nintendo,Puzzle,0.46
4289,Namco Bandai Games,Role-Playing,0.79
4275,Koch Media,Simulation,2.64
4249,Nintendo,Action,0.46
4215,Level 5,Role-Playing,0.47
4206,Take-Two Interactive,Sports,0.62
4169,Konami Digital Entertainment,Action,0.8
4165,Namco Bandai Games,Fighting,0.7
4152,Nintendo,Role-Playing,0.47
4137,Microsoft Game Studios,Role-Playing,3.14
4127,Activision,Action,2.23
4124,Sega,Simulation,0.48
4109,Activision Blizzard,Action,0.48
4093,Nintendo,Sports,0.48
4088,Konami Digital Entertainment,Action,0.59
4067,Codemasters,Racing,0.85
4057,Disney Interactive Studios,Action,0.49
4046,Nintendo,Misc,0.49
4034,Sega,Platform,0.89
3996,Take-Two Interactive,Sports,1.06
3975,Square Enix,Misc,0.5
3935,Electronic Arts,Action,0.78
3894,Square Enix,Role-Playing,0.76
3890,Activision,Strategy,0.51
3848,Square Enix,Role-Playing,0.52
3813,Warner Bros. Interactive Entertainment,Action,0.8
3787,Nintendo,Platform,0.53
3765,Nippon Ichi Software,Role-Playing,0.91
3713,Capcom,Action,1.18
3676,Xseed Games,Role-Playing,0.55
3666,Activision,Action,1.44
3653,Sony Computer Entertainment,Shooter,0.55
3640,Electronic Arts,Sports,1.06
3636,Sony Computer Entertainment Europe,Platform,0.83
3617,Sony Computer Entertainment,Role-Playing,0.56
3595,Nintendo,Role-Playing,1.54
3555,Electronic Arts,Sports,1.11
3548,Take-Two Interactive,Shooter,1.23
3531,Trion Worlds,Shooter,1.14
3506,Atlus,Role-Playing,0.57
3456,Microsoft Game Studios,Sports,0.58
3448,Electronic Arts,Sports,1.83
3438,Bethesda Softworks,Shooter,1.11
3430,Namco Bandai Games,Role-Playing,3.07
3421,Namco Bandai Games,Role-Playing,0.97
3403,Sega,Action,0.59
3386,Ubisoft,Platform,3.22
3376,Microsoft Game Studios,Adventure,0.6
3373,Warner Bros. Interactive Entertainment,Action,0.98
3353,Warner Bros. Interactive Entertainment,Action,2.64
3292,Tecmo Koei,Action,0.77
3288,Electronic Arts,Sports,1.14
3280,Namco Bandai Games,Adventure,0.62
3275,Ubisoft,Misc,3.62
3262,Electronic Arts,Sports,0.74
3214,Sony Computer Entertainment,Action,5.47
3208,Activision,Action,1.06
3203,Namco Bandai Games,Misc,0.63
3190,Codemasters,Racing,0.96
3179,Activision,Shooter,1.29
3174,Warner Bros. Interactive Entertainment,Action,2.62
3169,Sony Computer Entertainment,Action,0.64
3113,Sony Computer Entertainment America,Sports,1.18
3093,Codemasters,Racing,0.95
3068,Namco Bandai Games,Puzzle,0.66
3048,Electronic Arts,Sports,1.32
3013,Warner Bros. Interactive Entertainment,Action,1.16
2992,505 Games,Shooter,1.64
2989,Deep Silver,Action,1.98
2981,Disney Interactive Studios,Action,2.34
2975,Nintendo,Action,0.68
2970,Disney Interactive Studios,Platform,1.27
2967,Nintendo,Misc,0.69
2962,Namco Bandai Games,Action,0.81
2931,Sony Computer Entertainment,Action,0.7
2904,Sega,Sports,1.29
2903,Electronic Arts,Sports,1.18
2901,Sony Computer Entertainment,Shooter,0.71
2891,Sega,Sports,0.85
2884,Nintendo,Misc,0.71
2877,Square Enix,Role-Playing,0.71
2870,Nippon Ichi Software,Role-Playing,0.71
2864,Square Enix,Action,1.2
2862,Sony Computer Entertainment,Sports,0.84
2852,Nintendo,Role-Playing,5.76
2832,Square Enix,Role-Playing,3.34
2826,Take-Two Interactive,Strategy,1.96
2824,Nintendo,Simulation,0.72
2791,Atlus,Fighting,0.87
2786,Namco Bandai Games,Fighting,1.19
2773,Nintendo,Role-Playing,0.74
2759,Take-Two Interactive,Shooter,1.71
2737,Sony Computer Entertainment Europe,Adventure,0.75
2731,Microsoft Game Studios,Misc,0.75
2730,Sega,Strategy,0.76
2703,Konami Digital Entertainment,Sports,1.75
2700,Namco Bandai Games,Fighting,1.35
2697,Warner Bros. Interactive Entertainment,Fighting,8.4
2669,Sony Computer Entertainment,Role-Playing,0.77
2645,Konami Digital Entertainment,Sports,1.5
2642,Sony Computer Entertainment,Action,0.78
2629,Nintendo,Puzzle,0.78
2616,Square Enix,Role-Playing,2.35
2592,Nintendo,Sports,0.8
2585,Capcom,Action,2.19
2576,Activision,Action,1.65
2574,Sega,Shooter,1.62
2554,Level 5,Puzzle,0.81
2544,Activision,Misc,2.02
2532,Sony Computer Entertainment,Action,0.82
2491,Microsoft Game Studios,Misc,0.83
2488,Take-Two Interactive,Shooter,7.11
2473,Take-Two Interactive,Shooter,1.25
2469,Capcom,Fighting,1.57
2461,Nintendo,Role-Playing,0.84
2458,Capcom,Action,1.28
2454,Square Enix,Action,2.1
2419,Square Enix,Role-Playing,6.07
2414,THQ,Action,2.26
2411,"mixi, Inc",Action,0.86
2409,Namco Bandai Games,Role-Playing,0.87
2372,Namco Bandai Games,Fighting,1.42
2351,Electronic Arts,Role-Playing,2.07
2350,Nintendo,Sports,0.89
2336,Sony Computer Entertainment,Platform,0.89
2321,Sony Computer Entertainment,Action,0.9
2287,Mojang,Adventure,2.89
2279,Marvelous Entertainment,Action,0.91
2273,Sony Computer Entertainment,Sports,1.35
2268,Sony Computer Entertainment,Sports,1.12
2264,Electronic Arts,Shooter,2.46
2263,Nintendo,Adventure,0.92
2229,Electronic Arts,Sports,3.31
2207,Namco Bandai Games,Action,1.9
2206,Nintendo,Sports,0.94
2194,Warner Bros. Interactive Entertainment,Action,4.58
2190,Take-Two Interactive,Shooter,1.75
2173,Warner Bros. Interactive Entertainment,Action,4.98
2172,Namco Bandai Games,Fighting,1.47
2164,Square Enix,Role-Playing,0.96
2153,Sony Computer Entertainment,Action,1.48
2124,Konami Digital Entertainment,Action,1.7
2118,Ubisoft,Role-Playing,2.13
2089,Ubisoft,Action,2.28
2077,Electronic Arts,Action,2.19
2072,Sony Computer Entertainment Europe,Shooter,1
2055,Ubisoft,Platform,3.36
2043,Nintendo,Action,1.01
2019,Disney Interactive Studios,Action,2.31
2014,Electronic Arts,Sports,1.5
2006,Slightly Mad Studios,Racing,1.38
1988,Nintendo,Role-Playing,1.05
1979,Namco Bandai Games,Fighting,2.18
1977,THQ,Action,2.05
1969,Activision,Action,4.4
1933,Codemasters,Racing,1.72
1919,Electronic Arts,Sports,1.87
1903,Electronic Arts,Action,1.95
1898,Take-Two Interactive,Action,55.92
1871,Square Enix,Role-Playing,1.39
1852,Nintendo,Action,1.1
1845,Nintendo,Strategy,1.11
1838,Microsoft Game Studios,Shooter,1.11
1834,Warner Bros. Interactive Entertainment,Action,1.57
1814,Sega,Shooter,2.45
1810,Take-Two Interactive,Sports,3.23
1808,Nintendo,Role-Playing,1.13
1762,Electronic Arts,Shooter,3.23
1736,Sega,Sports,1.17
1708,Capcom,Action,2
1704,Nintendo,Role-Playing,1.19
1694,Sega,Sports,4.97
1689,Nintendo,Puzzle,1.19
1686,Take-Two Interactive,Sports,2.32
1685,Namco Bandai Games,Action,1.2
1675,Take-Two Interactive,Sports,2.86
1672,Ubisoft,Misc,3.03
1582,Warner Bros. Interactive Entertainment,Action,4.43
1557,Nintendo,Role-Playing,1.27
1550,Nintendo,Action,1.28
1543,Konami Digital Entertainment,Action,2.33
1530,Electronic Arts,Sports,2.68
1528,Nintendo,Platform,1.29
1490,Warner Bros. Interactive Entertainment,Action,5.33
1489,Square Enix,Role-Playing,5.65
1480,Square Enix,Role-Playing,2.3
1433,Microsoft Game Studios,Action,1.36
1432,Nintendo,Platform,1.36
1418,Microsoft Game Studios,Racing,2.22
1407,Atlus,Role-Playing,1.38
1404,Nintendo,Role-Playing,1.38
1399,THQ,Action,2.83
1372,Warner Bros. Interactive Entertainment,Fighting,3.87
1367,Square Enix,Action,6.8
1355,Square Enix,Role-Playing,5.89
1337,Electronic Arts,Simulation,1.44
1316,Nintendo,Platform,2.54
1313,Electronic Arts,Action,2.96
1301,Ubisoft,Shooter,2.6
1298,Sony Computer Entertainment,Platform,1.47
1293,Konami Digital Entertainment,Action,1.97
1288,Ubisoft,Action,1.47
1247,GungHo,Role-Playing,1.51
1229,Nintendo,Platform,1.52
1212,Nintendo,Role-Playing,1.54
1210,Microsoft Game Studios,Action,1.54
1209,Nintendo,Misc,1.55
1186,Konami Digital Entertainment,Sports,2.52
1178,Square Enix,Action,1.58
1170,Bethesda Softworks,Shooter,3.63
1143,Microsoft Game Studios,Shooter,1.61
1124,Sony Computer Entertainment Europe,Adventure,1.64
1099,Warner Bros. Interactive Entertainment,Action,2.65
1094,Activision,Strategy,1.67
1089,Sony Computer Entertainment Europe,Platform,1.67
1073,Activision,Action,1.69
1051,Ubisoft,Racing,2.75
1036,Bethesda Softworks,Role-Playing,3.89
1035,Sony Computer Entertainment,Shooter,1.72
1031,Disney Interactive Studios,Action,5.12
1024,Activision,Role-Playing,11.08
1020,Microsoft Game Studios,Racing,1.74
1006,Square Enix,Role-Playing,8.15
983,Nintendo,Misc,1.77
980,Nintendo,Action,6.37
979,Capcom,Role-Playing,2.58
972,Microsoft Game Studios,Action,1.78
971,Sony Computer Entertainment,Adventure,1.79
959,Bethesda Softworks,Action,4.15
953,Nintendo,Platform,1.82
949,Square Enix,Action,2.85
947,Activision,Role-Playing,1.83
936,Nintendo,Misc,1.85
931,Sony Computer Entertainment,Platform,2.61
924,Nintendo,Platform,8.46
913,Nintendo,Role-Playing,1.89
911,Electronic Arts,Racing,5.11
910,Take-Two Interactive,Shooter,3.99
907,Activision,Shooter,3.87
867,Take-Two Interactive,Shooter,4.39
860,Electronic Arts,Role-Playing,4.81
850,Sony Computer Entertainment,Racing,2
849,Nintendo,Role-Playing,2
845,Microsoft Game Studios,Racing,2.02
838,Electronic Arts,Sports,6.97
822,Nintendo,Role-Playing,2.06
799,Electronic Arts,Shooter,4.26
760,Ubisoft,Shooter,3.66
751,Electronic Arts,Sports,5.54
750,Microsoft Game Studios,Racing,2.18
747,Square Enix,Action,4.2
727,Nintendo,Platform,2.22
707,Nintendo,Role-Playing,2.27
701,Level 5,Action,2.28
700,Ubisoft,Misc,4.85
697,Sony Computer Entertainment,Action,2.29
693,NCSoft,Action,2.3
692,Warner Bros. Interactive Entertainment,Action,9.86
682,Nintendo,Action,2.32
677,Activision,Platform,6.26
663,Take-Two Interactive,Sports,7.06
662,Sony Computer Entertainment,Action,2.38
656,Warner Bros. Interactive Entertainment,Action,4.97
626,Take-Two Interactive,Sports,6.72
594,Sony Computer Entertainment,Shooter,2.58
572,Activision,Action,5.59
562,Level 5,Role-Playing,2.68
554,Warner Bros. Interactive Entertainment,Fighting,4.1
539,Sony Computer Entertainment,Action,2.78
507,Electronic Arts,Sports,6.53
495,Electronic Arts,Shooter,4.86
479,Electronic Arts,Simulation,2.97
477,Nintendo,Simulation,2.98
472,Warner Bros. Interactive Entertainment,Action,5.85
469,Take-Two Interactive,Sports,6.1
468,Microsoft Game Studios,Shooter,3
458,Electronic Arts,Role-Playing,5.78
455,Nintendo,Action,3.07
440,Microsoft Game Studios,Shooter,3.15
430,Nintendo,Platform,3.18
420,Nintendo,Role-Playing,3.22
419,Electronic Arts,Sports,7.42
415,Capcom,Action,3.26
410,Ubisoft,Action,4.76
406,Nintendo,Misc,3.32
396,Konami Digital Entertainment,Action,5.08
384,Capcom,Role-Playing,3.44
383,Ubisoft,Shooter,7.47
345,Sony Computer Entertainment,Racing,3.64
337,Electronic Arts,Shooter,14.03
332,Namco Bandai Games,Role-Playing,5.64
328,Ubisoft,Misc,6.58
323,Warner Bros. Interactive Entertainment,Action,5.37
315,Take-Two Interactive,Sports,8.03
309,Nintendo,Role-Playing,3.89
308,Ubisoft,Action,13.16
305,Ubisoft,Action,7.93
298,Sony Computer Entertainment Europe,Misc,23.73
296,Ubisoft,Shooter,8.68
281,Ubisoft,Action,9.49
262,Nintendo,Platform,4.25
261,Microsoft Game Studios,Shooter,4.26
247,Nintendo,Misc,4.44
244,Sony Computer Entertainment,Action,4.47
236,Nintendo,Shooter,4.57
235,Nintendo,Action,4.58
189,Nintendo,Simulation,5.15
184,Nintendo,Platform,5.19
155,Activision,Shooter,12.61
147,Sony Computer Entertainment Europe,Action,10.54
129,Ubisoft,Action,13.1
125,Electronic Arts,Sports,19.02
113,Electronic Arts,Sports,17.14
112,Ubisoft,Misc,8.93
110,Bethesda Softworks,Role-Playing,12.28
109,Nintendo,Racing,6.96
98,Nintendo,Fighting,12.47
94,Activision,Shooter,21.9
93,Electronic Arts,Shooter,11.7
83,Electronic Arts,Action,16.16
82,Nintendo,Role-Playing,8.33
78,Electronic Arts,Sports,16.44
74,Nintendo,Simulation,9.09
66,Microsoft Game Studios,Shooter,9.76
65,Nintendo,Platform,9.82
62,Activision,Shooter,27.38
50,Nintendo,Role-Playing,11.33
35,Activision,Shooter,29.72
34,Activision,Shooter,25.32
33,Nintendo,Role-Playing,14.35
